station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
The Ritz-Carlton,4012 Central Florida Pkwy,Orlando,FL,32837,,2,,Non-Networked,J1772,public,Unknown,HOTEL
Town of Parachute - Rest Area,170 Green St,Parachute,CO,81623,,1,,Non-Networked,J1772,public,Unknown,REST_STOP
Semiahmoo Resort,9565 Semiahmoo Pkwy,Blaine,WA,98230,,1,,Non-Networked,J1772,public,Unknown,HOTEL
ROCHESTER NY PUBLC MARKET,39 Trinidad St,Rochester,NY,14605,,2,,ChargePoint Network,J1772,public,Unknown,
Fields Auto Group,255 Smokey Park Hwy,Asheville,NC,28806,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
BMW LAS VEGAS STATION 01,6900 W Sahara Ave,Las Vegas,NV,89117,,2,,ChargePoint Network,J1772,public,Unknown,
AAA NORTHEAST PROVIDENCE HQ01,301 Silver Spring St,Providence,RI,2904,,2,,ChargePoint Network,J1772,public,Unknown,
City of Montrose - Centennial Plaza,501 S 1st St,Montrose,CO,81401,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
ATLANTIC CITY STATION 01,6037 Black Horse Pike,Egg Harbor Township,NJ,8234,,1,,ChargePoint Network,J1772,public,Unknown,
UW STATION LOT 20,1390 University Ave,Madison,WI,53706,,2,,ChargePoint Network,J1772,public,Unknown,
UW STATION LOT 29,21 University of Wisconsin-MadisonN Park St,Madison,WI,53715,,2,,ChargePoint Network,J1772,public,Unknown,
City of Bellefontaine,126 W Chillicothe Ave,Bellefontaine,OH,43311,2,2,,Non-Networked,J1772 NEMA520,public,Unknown,PARKING_LOT
Saluti Cellars Winery,7505 Grizzly Flat Rd,Somerset,CA,95684,1,,,Non-Networked,NEMA1450,public,CALL,BREWERY_DISTILLERY_WINERY
Western Connecticut State University,198 White St,Danbury,CT,6810,,4,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Western Connecticut State University,43 Lake Ave Extension,Danbury,CT,6810,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Western Connecticut State University,190 White St,Danbury,CT,6810,,4,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Fairfield Woods Library,1147 Fairfield Woods Rd,Fairfield,CT,6824,,1,,Non-Networked,J1772,public,Unknown,LIBRARY
Capital Regional Development Authority (CRDA),105 Columbus Blvd,Hartford,CT,6103,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Connecticut Science Center,250 Columbus Blvd,Hartford,CT,6103,,2,,Non-Networked,J1772,public,Unknown,MUSEUM
Town of Hebron,15 Gilead St,Hebron,CT,6248,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Norwalk Community College,188 Richards Ave,Norwalk,CT,6854,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Town of Ridgefield,400 Main St,Ridgefield,CT,6877,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Kennebunk Light & Power District,4 Factory Pasture Ln,Kennebunk,ME,4043,,1,,Non-Networked,J1772,public,Unknown,UTILITY
Arundel Chamber of Commerce,16 Water St,Kennebunk,ME,4043,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
TYSON TOWER TYSONS TOWER 4,7900 Tysons One Pl,Tysons Corner,VA,22102,,1,,ChargePoint Network,J1772,public,Unknown,
FOOTHILLS FOOTHILLS3,18221 N Pima Rd,Scottsdale,AZ,85255,,2,,ChargePoint Network,J1772,public,Unknown,
Pybus Public Market,7 N Worthen St,Wenatchee,WA,98801,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Sheraton Hotel,165 Courtland St NE,Atlanta,GA,30303,1,1,,Non-Networked,J1772 NEMA520,public,Unknown,HOTEL
Holiday Stationstore #434,7700 34th Ave S,Minneapolis,MN,55450,,1,,Non-Networked,J1772,public,Unknown,GAS_STATION
UW LOT 17A,1525 Engineering Dr,Madison,WI,53706,,2,,ChargePoint Network,J1772,public,Unknown,
City of Martinsburg - Main Street,116 E Burke St,Martinsburg,WV,25401,,1,,Non-Networked,J1772,public,Unknown,STREET_PARKING
City of Morgantown - Farmers Market,415 Spruce St,Morgantown,WV,26501,,1,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Independent Repair,2720 Artesia Blvd,Redondo Beach,CA,90278,,1,,Non-Networked,J1772,public,Unknown,GAS_STATION
Deering Street Parking Lot,10 Deering St,Norway,ME,4268,,2,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Hampton Inn & Suites - Kansas City Country Club Plaza,4600 Summit St,Kansas City,MO,64112,,2,,Non-Networked,J1772,public,Unknown,HOTEL
City of South Portland - Community Center,21 Nelson Rd,South Portland,ME,4106,,2,1,Non-Networked,CHADEMO J1772,public,Unknown,MUNI_GOV
SLAC National Accelerator Laboratory,2575 Sand Hill Rd,Menlo Park,CA,94025,16,,,Non-Networked,NEMA1450,private,Unknown,RESEARCH_FACILITY
Naval Air Station - Whiting Field,Building 3114,Milton,FL,32570,,1,,Non-Networked,J1772,private,Unknown,MIL_BASE
UDR ASHTON BELL #2,10710 NE 10th St,Bellevue,WA,98004,,2,,ChargePoint Network,J1772,public,Unknown,
UW STATION LOT 36,1645 Observatory Dr,Madison,WI,53706,,2,,ChargePoint Network,J1772,public,Unknown,
UW STATION LOT 75,610 Highland Ave,Madison,WI,53705,,2,,ChargePoint Network,J1772,public,Unknown,
Naval Support Activity Crane,300 Highway 361,Crane,IN,47522,,1,,Non-Networked,J1772,private,GOVERNMENT,MIL_BASE
Acadia - Schoodic Site Fuel System,126 Acadia Dr,Winter Harbor,ME,4693,,1,,Non-Networked,J1772,private,Unknown,FED_GOV
Best Western Plus - Heritage Inn,151 E McLeod Rd,Bellingham,WA,98226,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Children's at Egleston Hospital,1405 Clifton Rd NE,Atlanta,GA,30329,,4,,Non-Networked,J1772,public,CREDIT_CARD_ALWAYS,HOSPITAL
Southbound Restaurant,5394 Peachtree Rd,Chamblee,GA,30341,,1,,Non-Networked,J1772,public,Unknown,RESTAURANT
600 Galleria Parking Deck,600 Galleria Pkwy SE,Atlanta,GA,30339,2,,2,Non-Networked,CHADEMO NEMA520,private,Unknown,PARKING_GARAGE
UDR TEN20 #1,1020 108th Ave NE,Bellevue,WA,98004,,2,,ChargePoint Network,J1772,public,Unknown,
Maine Organic Farmers and Gardeners Association,294 Crosby Brook Rd,Unity,ME,4988,,2,,Non-Networked,J1772,public,CALL,OFFICE_BLDG
Thomas College,180 W River Rd,Waterville,ME,4901,2,2,,Non-Networked,J1772 NEMA520,public,Unknown,COLLEGE_CAMPUS
Jarrett Ford,1305 US 27 N,Avon Park,FL,33825,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
LELD LIBRARY 2,35 Shattuck St,Littleton,MA,1460,,2,,ChargePoint Network,J1772,public,Unknown,
APSU LOT 9,311 Ford St,Clarksville,TN,37040,,2,,ChargePoint Network,J1772,public,Unknown,
Lansing Mall,5330 W Saginaw Hwy,Lansing,MI,48917,,1,,Non-Networked,J1772,public,Unknown,SHOPPING_MALL
METRO NASHVILLE MIDTOWN HILLS,1441 12th Ave S,Nashville,TN,37203,,2,,ChargePoint Network,J1772,public,Unknown,
DISTRICT 214 FVEC 3,2121 S Goebbert Rd,Arlington Heights,IL,60005,,2,,ChargePoint Network,J1772,public,Unknown,
BEND BMW STATION 01,1040 SW Division St,Bend,OR,97702,,2,,ChargePoint Network,J1772,public,Unknown,
CAPITOL EAST 2,Utah State Capitol East Lot,Salt Lake City,UT,84103,,2,,ChargePoint Network,J1772,public,Unknown,
Comfort Inn - Blythewood,436 McNulty St,Blythewood,SC,29016,,2,,Non-Networked,J1772,private,Unknown,HOTEL
Holiday Inn Express & Suites - Blythewood,120 Creech Rd,Blythewood,SC,29016,,4,,Non-Networked,J1772,public,Unknown,HOTEL
Ben Mynatt Chevrolet Cadillac,281 Concord Pkwy S,Concord,NC,28027,,,1,Non-Networked,J1772COMBO,public,CALL,CAR_DEALER
Mystic Marriott Hotel and Spa,625 North Rd,Groton,CT,6340,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Arundel Ford,1561 Portland Rd,Arundel,ME,4046,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Kistler Ford,5555 W Central Ave,Toledo,OH,43615,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
City of Boynton Beach - City Hall,100 E Boynton Beach Blvd,Boynton Beach,FL,33435,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
BLACK & VEATCH MAIN CAMPUS 3,6074-6460 W 115th St,Overland Park,KS,66211,,2,,ChargePoint Network,J1772,public,Unknown,
AIRPORT PARKING LSE AIRPORT,2850 Airport Dr,La Crosse,WI,54603,,2,,ChargePoint Network,J1772,public,Unknown,
DISTRICT 214 BGHS 1,1100 W Dundee Rd,Buffalo Grove,IL,60089,,2,,ChargePoint Network,J1772,public,Unknown,
Delaware Welcome Center and Travel Plaza,530 John F Kennedy Memorial Hwy,Newark,DE,19702,,2,,Non-Networked,J1772,public,Unknown,REST_STOP
ReVision Energy,7 Commercial Dr,Brentwood,NH,3833,,3,,Non-Networked,J1772,public,CALL,OFFICE_BLDG
City of Chelan,137 E Johnson Ave,Chelan,WA,98816,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Best Western Plus - Black Oak,1135 24th St,Paso Robles,CA,93446,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Point Reyes National Seashore - Bear Valley Visitor Center,1 Bear Valley Rd,Point Reyes Station,CA,94956,,6,,Non-Networked,J1772,public,Unknown,NATL_PARK
City of South Portland - City Hall,41 Thomas St,South Portland,ME,4106,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
UW LOT 7A,975 University Ave,Madison,WI,53706,,2,,ChargePoint Network,J1772,public,Unknown,
University of Colorado - Colorado Springs - Alpine Parking Garage,4622 Stanton Rd,Colorado Springs,CO,80918,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
METRO NASHVILLE LENTZ 3,2500 Charlotte Ave,Nashville,TN,37203,,2,,ChargePoint Network,J1772,public,Unknown,
Los Angeles County Sheriff - Lost Hills,27050 Agoura Rd,Agoura,CA,91301,,6,,POWERFLEX,J1772,private,Unknown,MUNI_GOV
LA County DPW HQ Annex,900 S Fremont Ave,Alhambra,CA,91803,,46,,POWERFLEX,J1772,private,Unknown,FLEET_GARAGE
Los Angeles County Sheriff Pitchess Visitor Center,29320 Wayside Rd,Castaic,CA,91384,,6,,POWERFLEX,J1772,private,Unknown,PRISON
LA County DHS Rancho Los Amigos Hospital,7601 E Imperial Hwy,Downey,CA,90242,,2,,POWERFLEX,J1772,public,Unknown,HOSPITAL
LA County ISD Mira Loma Fleet,45000 N 60th St W,Lancaster,CA,93536,,2,,POWERFLEX,J1772,private,Unknown,FLEET_GARAGE
Los Angeles County - High Desert Regional Health Center,335 E Avenue I,Lancaster,CA,93535,,19,,POWERFLEX,J1772,public,Unknown,HOSPITAL
LA County ISD Walt Disney Parking Garage P3,111 S Grand Ave,Los Angeles,CA,90012,,40,3,POWERFLEX,CHADEMO J1772 J1772COMBO,public,Unknown,PAY_GARAGE
LA County HOA Lower Lot 18 Fleet,140 N Grand Ave,Los Angeles,CA,90012,,10,,POWERFLEX,J1772,private,Unknown,FLEET_GARAGE
LA County HOA Lower Lot 18,140 N Grand Ave,Los Angeles,CA,90012,,20,,POWERFLEX,J1772,private,Unknown,MUNI_GOV
Los Angeles County - Hall of Records Lot 10,227 N Broadway,Los Angeles,CA,90012,,4,,Non-Networked,J1772,public,Unknown,PAY_GARAGE
LA County ISD Music Center Lot 14,135 N Grand Ave,Los Angeles,CA,90012,,40,,POWERFLEX,J1772,public,Unknown,PAY_GARAGE
LA County DHS 313 Fig,313 N Figueroa St,Los Angeles,CA,90012,,40,6,POWERFLEX,CHADEMO J1772 J1772COMBO,public,Unknown,PAY_GARAGE
Los Angeles County Sheriff - Men's Central Jail,441 Bauchet St,Los Angeles,CA,90012,,1,,Non-Networked,J1772,private,Unknown,PRISON
LA County Sheriff Twin Towers Detention Facility,450 E Bauchet,Los Angeles,CA,90012,,19,,Non-Networked,J1772,private,Unknown,PRISON
LA County Sheriff Communications Center,1277 N Eastern Ave,Los Angeles,CA,90063,,2,,POWERFLEX,J1772,private,Unknown,MUNI_GOV
LA County DHS LAC USC Lot 10,1242 N Mission Rd,Los Angeles,CA,90033,,10,,POWERFLEX,J1772,private,Unknown,HOSPITAL
Los Angeles County - Internal Services Department Headquarters,1102 N Eastern Ave,Los Angeles,CA,90063,,4,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
Los Angeles County - Internal Services Department Telecomm,1110 N Eastern Ave,Los Angeles,CA,90063,,4,,POWERFLEX,J1772,private,Unknown,MUNI_GOV
LA County Sheriff Century Station,11703 S Alameda,Lynwood,CA,90059,,2,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff Sherman Block Station,4700 Ramona Blvd,Monterey Park,CA,91754,,2,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Registrar Recorder HQ,12400 E Imperial Hwy,Norwalk,CA,90650,,3,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff San Dimas Station,270 S Walnut Ave,San Dimas,CA,91773,,5,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff Santa Clarita Station,23740 Magic Mountain Pkwy,Santa Clarita,CA,91355,,3,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff Temple City Station,8838 Las Tunas Dr,Temple City,CA,91780,,2,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff Walnut Station,21695 Valley Blvd,Walnut,CA,91789,,2,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
LA County Sheriff West Hollywood Station,780 N San Vicente Blvd,West Hollywood,CA,90069,,2,,POWERFLEX,J1772,public,Unknown,MUNI_GOV
City of Pasadena - Playhouse Theatre Lot,44 S Madison Ave,Pasadena,CA,91101,,2,,Non-Networked,J1772,public,Unknown,PARKING_LOT
City of Pasadena - Marengo Garage,155 E Green St,Pasadena,CA,91101,,5,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
SAS Institute Inc - G,300 Matrix Dr,Cary,NC,27513,,2,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
SAS Institute Inc - S,600 SAS Campus Dr,Cary,NC,27607,,4,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
SAS Institute Inc - R,500 SAS Campus Dr,Cary,NC,27513,,8,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
LCC LCC H&S #1,1810 Maple Street,Longview,WA,98632,,2,,ChargePoint Network,J1772,public,Unknown,
University of California Davis - Institute of Transportation Studies,1715 Tilia St,Davis,CA,95616,,1,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
UWMC UWMC #1,3100 Northup Way,Bellevue,WA,98004,,2,,ChargePoint Network,J1772,public,Unknown,
Village of Spencerport - Town Hall,27 West Ave,Spencerport,NY,14559,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Los Angeles Metro - Sierra Madre Villa Station,149 N Halstead St,Pasadena,CA,91107,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Los Angeles Metro - Union Station,801 N Vignes St,Los Angeles,CA,90012,,10,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Los Angeles Metro - Willow Street Station,2750 W American Ave,Long Beach,CA,90806,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_GARAGE
Los Angeles Metro - Universal and Studio City Station,3913 Lankershim Bl,Studio City,CA,91604,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Los Angeles Metro - El Segundo Station,2226 El Segundo Blvd,El Segundo,CA,90245,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Central Connecticut State University - Student Center Parking Garage,165 Ella Grasso Blvd,New Britain,CT,6053,,3,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Green's Farms Railroad Station,2 Post Office Ln,Westport,CT,6880,,1,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Big Y,22 Spencer Plain Rd,Old Saybrook,CT,6475,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Utah Division of Air Quality,195 N 1950 W,Salt Lake City,UT,84114,,4,,Non-Networked,J1772,private,Unknown,STATE_GOV
Victorian Inn and VI Restaurant,400 Ocean Ave,Ferndale,CA,95536,,1,,Non-Networked,J1772,public,KEY_ALWAYS,INN
Columbia Friends Meeting House,120 Pisgah Church Rd,Columbia,SC,29202,,1,,Non-Networked,J1772,public,Unknown,PLACE_OF_WORSHIP
COLO STATE UNIV LAUREL 3,933-951 W Laurel St,Fort Collins,CO,80521,,2,,ChargePoint Network,J1772,public,Unknown,
ADVOCATE SHERMAN HOSP,1425 N Randall Rd,Elgin,IL,60123,,2,,ChargePoint Network,J1772,public,Unknown,
BSMG NORTH DECK 1,305 Jackson St,Durham,NC,27701,,2,,ChargePoint Network,J1772,public,Unknown,
BMW COOPER STATION 01,14145 Broadway Extension,Edmond,OK,73013,,2,,ChargePoint Network,J1772,public,Unknown,
TinkerMill Longmont Makerspace,1840 Delaware Pl,Longmont,CO,80501,,1,,Non-Networked,J1772,public,Unknown,OFFICE_BLDG
Park 'N Ticket,3945 Conley St,College Park,GA,30337,17,,,Non-Networked,NEMA520,public,CALL,PAY_GARAGE
Lovering Volvo,95 Manchester St,Concord,NH,3302,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Appalachian Mountain Club - Pinkham Notch Visitor Center,361 NH-16,Gorham,NH,3581,,1,,Non-Networked,J1772,public,Unknown,REC_SPORTS_FACILITY
OAK CREST TOWN CENTER,3700 E Northern Pkwy,Baltimore,MD,21206,,2,,ChargePoint Network,J1772,public,Unknown,
BSMG EAST DECK 3,250 South Mangum Street,Durham,NC,27701,,2,,ChargePoint Network,J1772,public,Unknown,
BSMG SOUTH DECK 1,705 Willard Street,Durham,NC,27701,,2,,ChargePoint Network,J1772,public,Unknown,
UNC RAMSHEAD 1,104 Ridge Rd,Chapel Hill,NC,27514,,2,,ChargePoint Network,J1772,public,Unknown,
AC GC 3,4430 S Adams County Pkwy,Brighton,CO,80601,,2,,ChargePoint Network,J1772,public,Unknown,
UWMC 4245 UWMC 4245 #1,4245 Roosevelt Ave NE,Seattle,WA,98105,,2,,ChargePoint Network,J1772,public,Unknown,
Atlantic Oaks Campground,3700 State Hwy,Eastham,MA,2642,1,,,Non-Networked,NEMA520,public,Unknown,CAMPGROUND
UNC CARDINAL DECK 1,Cardinal Deck Skywalk,Chapel Hill,NC,27514,,2,,ChargePoint Network,J1772,public,Unknown,
UWMC 4225 UWMC 4225 #1,4225 Roosevelt Way NE,Seattle,WA,98105,,2,,ChargePoint Network,J1772,public,Unknown,
J Sargeant Reynolds Community College,1851 Dickinson Rd,Goochland,VA,23063,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
City of Richmond - Main Street Center,1500 E Main St,Richmond,VA,23219,,2,1,Non-Networked,CHADEMO J1772 J1772COMBO,private,Unknown,PARKING_LOT
Scope Arena Parking,201 E Brambleton Ave,Norfolk,VA,23510,,,1,Non-Networked,CHADEMO J1772COMBO,public,Unknown,ARENA
Larry H Miller Nissan,1320 Plum Valley Ln,Highlands Ranch,CO,80129,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Appalachian State University - Rivers Street Parking Deck,461 Rivers St,Boone,NC,28608,,1,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
Coast Guard House Historic Inn & Cottages,695 Arena Cove,Point Arena,CA,95468,,1,,Non-Networked,J1772,public,CALL,INN
Mike Maroone Chevrolet South,230 N Academy Blvd,Colorado Springs,CO,80909,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Holiday Trav-L-Park,1075 General Booth Blvd,Virginia Beach,VA,23451,2,,,Non-Networked,NEMA1450,public,CALL,CAMPGROUND
Trotter Nissan,1910 W Hillsboro,El Dorado,AR,71730,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Larry H Miller Nissan - 104,2400 W 104th Ave,Denver,CO,80234,,1,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,CALL,CAR_DEALER
Larry H Miller Nissan - 104,2400 W 104th Ave,Denver,CO,80234,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Greeley Nissan,2625 35th Ave,Greeley,CO,80634,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Larry H Miller Nissan,1320 Plum Valley Ln,Highlands Ranch,CO,80129,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Kona Nissan,76-6353 Kuakini Hwy,Kailua-Kona,HI,96740,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
PALO ALTO CA MPL #4,3700 Middlefield Rd,Palo Alto,CA,94303,,1,,ChargePoint Network,J1772,public,Unknown,
Benton Nissan - Columbia,1510 Nashville Hwy,Columbia,TN,38401,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Town Nissan,555 3rd St SE,East Wenatchee,WA,98802,,1,1,Non-Networked,CHADEMO J1772,public,CALL,CAR_DEALER
Town Nissan,555 3rd St SE,East Wenatchee,WA,98802,,1,1,Non-Networked,J1772 J1772COMBO,private,Unknown,CAR_DEALER
Cisco Brewery,1 Redhook Way,Portsmouth,NH,3801,,1,,Non-Networked,J1772,public,Unknown,BREWERY_DISTILLERY_WINERY
Will Rogers State Historic Park,1501 Will Rogers State Park Rd,Los Angeles,CA,90272,,2,,Non-Networked,J1772,public,Unknown,PARK
Los Angeles State Historic Park,1799 Baker St,Los Angeles,CA,90012,,5,,Non-Networked,J1772,private,Unknown,PARK
Fort Ross State Historic Park,19005 Coast Hwy,Jenner,CA,95450,,2,,Non-Networked,J1772,public,Unknown,PARK
Niagara Falls International Airport,2035 Niagara Falls Blvd,Niagara Falls,NY,14304,,2,,Non-Networked,J1772,public,Unknown,AIRPORT
Buffalo Niagara International Airport,4200 Genesee St,Buffalo,NY,14225,,3,,Non-Networked,J1772,public,Unknown,AIRPORT
University of Dayton - B Lot,300 College Park Dr,Dayton,OH,45469,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Publix #1154,12800 Georgia 144,Richmond Hill,GA,31324,,1,,Non-Networked,J1772,public,Unknown,GROCERY
Whole Foods Market,1815 E Victory Dr,Savannah,GA,31404,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Eagle Creek Brewing Co - Tesla,106 Savannah Ave,Statesboro,GA,30458,,1,,Non-Networked,TESLA,public,CALL,RESTAURANT
Kroger,1931 Jesse Jewell Pkwy,Gainesville,GA,30501,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Town of Dyer - Town Hall,1 Town Square,Dyer,IN,46311,,1,,Non-Networked,J1772,private,Unknown,PARKING_LOT
Tom Wood Collision Center,9727 Bauer Dr,Indianapolis,IN,46280,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Tom Wood Volkswagen,4545 E 96th St,Indianapolis,IN,46240,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Tom Wood Porsche,3473 E 96th St,Indianapolis,IN,46240,,1,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Tom Wood Volvo,4620 E 96th St,Indianapolis,IN,46240,,1,1,Non-Networked,J1772 J1772COMBO,public,Unknown,CAR_DEALER
Tom Wood Toyota,6408 Crane Dr,Whitestown,IN,46075,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
KILLINGTON PICO SKI RESORT,228 E Mountain Rd,Killington,VT,5751,,2,,ChargePoint Network,J1772,public,Unknown,
TOWN OF JACKSON HOME RANCH PKG,222-230 US-191,Jackson,WY,83001,,1,,ChargePoint Network,J1772,public,Unknown,
Fort Dodge Ford Lincoln Toyota,2773 5th Ave S,Fort Dodge,IA,50501,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Al Spitzer Ford,3737 State Rd,Cuyahoga Falls,OH,44223,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Mountain View Ford Lincoln,301 E 20th St,Chattanooga,TN,37408,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Sunrise Ford,5435 S US Highway 1,Fort Pierce,FL,34982,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Nick Mayer Ford,6200 Mayfield Rd,Mayfield Heights,OH,44124,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Appalachian Mountain Club - Highland Center at Crawford Notch,Route 302,Bretton Woods,NH,3575,,4,,Non-Networked,J1772,public,Unknown,REC_SPORTS_FACILITY
York Ford,1481 Broadway,Saugus,MA,1096,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Roesch Ford,333 W Grand Ave,Bensenville,IL,60106,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Acton Ford,76 Powdermill Rd,Acton,MA,1720,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Pierson Ford,701 Auto Plaza Dr,Aberdeen,SD,57401,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Leo Kaytes Ford,145 Route 94 S,Warwick,NY,10990,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Kindle Auto Plaza,525 Stone Harbor Blvd,Cape May,NJ,8210,2,2,,Non-Networked,J1772 NEMA520,private,Unknown,CAR_DEALER
Riverside Ford of Tulsa,745 W 51st St,Tulsa,OK,74107,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Tom Masano Ford,1600 Lancaster Ave,Reading,PA,19607,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Seymour Ford Lincoln,2601 Seymour Rd,Jackson,MI,49201,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Zeigler Ford Lincoln,2525 Bypass Rd,Elkhart,IN,46514,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
BMW OF COLUMBIA BODY SHOP 1,5919 Two Notch Rd,Columbia,SC,29223,,2,,ChargePoint Network,J1772,public,Unknown,
Shults Ford Lincoln,10401 Perry Hwy,Wexford,PA,15090,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Porcaro Ford,6001 Washington Ave,Racine,WI,53406,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Mazda of Orange,1350 W Katella Ave,Orange,CA,92867,,3,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Towne Ford Lincoln,3535 Southwestern Blvd,Orchard Park,NY,14075,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Woodhouse Ford,3633 N 72nd St,Omaha,NE,68134,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Dick Hannah Ford,37000 Highway 26,Sandy,OR,97055,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Varsity Ford,3480 Jackson Rd,Ann Arbor,MI,48103,,1,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Bird Kultgen Ford,1701 W Loop 340,Waco,TX,76712,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Borgman Ford Mazda,3150 28th St SW,Grandville,MI,49148,,2,,Non-Networked,J1772,public,CALL,CAR_DEALER
Crest Ford,22675 Gibraltar Rd,Flat Rock,MI,48134,,2,,Non-Networked,J1772,private,Unknown,CAR_DEALER
Central Ford,5645 Firestone Blvd,South Gate,CA,90280,,1,,Non-Networked,J1772,public,CALL,CAR_DEALER
Shenandoah Vineyards Winery,12300 Steiner Rd,Plymouth,CA,95669,,1,,Non-Networked,J1772,public,Unknown,BREWERY_DISTILLERY_WINERY
