station_name,street_address,city,state,zip,ev_level1_evse_num,ev_level2_evse_num,ev_dc_fast_count,ev_network,ev_connector_types,access_code,access_detail_code,facility_type
SAGEWOOD EV STATION 01,9100 General Worth Dr,Fort Worth,TX,76177,,2,,ChargePoint Network,J1772,public,Unknown,
CLOSTER EV STATION 01,19 Vervalen St Closter Plaza,Closter,NJ,7624,,2,,ChargePoint Network,J1772,public,Unknown,
GRAND TRAVERSE RESORT AND SPA,100 Grand Traverse Village Blvd,Acme,MI,49610,,2,,ChargePoint Network,J1772,public,Unknown,
CITY OF INDEP 1 INDEP AND IPL,213-291 N. Lynn St City Hall,Independence,MO,64050,,2,,ChargePoint Network,J1772,public,Unknown,
CITY OF GR MGR CALDER PLAZA,299-353 Ottawa Ave NW,Grand Rapids,MI,49503,,2,,ChargePoint Network,J1772,public,Unknown,
CITY OF GR MGR WESTON RAMP 1,16 Weston St. SE,Grand Rapids,MI,49503,,2,,ChargePoint Network,J1772,public,Unknown,
WHOLE FOODS APS STATION 2,305 E Altamonte Dr 1000,Altamonte Springs,FL,32701,,1,,ChargePoint Network,J1772,public,Unknown,
THE WOODLANDS BAY 5,17189 I-45,Conroe,TX,77385,,1,,ChargePoint Network,J1772,public,Unknown,
THE WOODLANDS BAY 3 AND 4,19075 I-45,Conroe,TX,77385,,2,,ChargePoint Network,J1772,public,Unknown,
ESTES PARKING VIS PARKING E 1,691 N St Vrain Ave,Estes Park,CO,80517,,2,,ChargePoint Network,J1772,public,Unknown,
P1 NORTH TOWER LSQ P1,211 North Robinson,Oklahoma City,OK,73102,,2,,ChargePoint Network,J1772,public,Unknown,
UW STATION LOT 75A,610 Highland Ave,Madison,WI,53792,,2,,ChargePoint Network,J1772,public,Unknown,
UNIV OF FLORIDA GARAGE 8 UNIT 1,Parking Garage 8 (Norman),Gainesville,FL,32601,,2,,ChargePoint Network,J1772,public,Unknown,
CITY OF NPR REC CENTER EVSE,6622-6698 Van Buren St,New Port Richey,FL,34653,,2,,ChargePoint Network,J1772,public,Unknown,
1600 SPRUCETREE SPRUCE TREE2,1600 University Ave W,Saint Paul,MN,55104,,1,,ChargePoint Network,J1772,public,Unknown,
CCD CHARGING STATION 7B,201 W Colfax Ave,Denver,CO,80202,,1,,ChargePoint Network,J1772,public,Unknown,
ECG COUNTY BLDG 1,501-599 Broadway St,Eagle,CO,81631,,2,,ChargePoint Network,J1772,public,Unknown,
ADVOCATE CHRIST GARAGE A,4440 95th St,Oak Lawn,IL,60453,,2,,ChargePoint Network,J1772,public,Unknown,
FORT COLLINS FORT COLLINS E,Timberwood Dr,Fort Collins,CO,80528,,2,,ChargePoint Network,J1772,public,Unknown,
BRANDYWINE AUST FOUR POINTS 01,11305 4 Points Dr,Austin,TX,78726,,2,,ChargePoint Network,J1772,public,Unknown,
USBANKTOWER 16TH ST CNTR 2,1625 Champa St,Denver,CO,80202,,2,,ChargePoint Network,J1772,public,Unknown,
SCO PCH ECCLES,11 S Wasatch Dr,Salt Lake City,UT,84112,,2,,ChargePoint Network,J1772,public,Unknown,
SCO PCH PARKING,57-77 Mario Capecchi Dr,Salt Lake City,UT,84112,,2,,ChargePoint Network,J1772,public,Unknown,
MUNICIPAL SC 1400 WALNUT1,1400 Walnut St,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
MUNICIPAL SC 1500PEARL2,1500 Pearl St,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
MUNICIPAL SC 1000WALNUT1,900 Walnut St,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
MUNICIPAL SC 1104 SPRUCE1,1100 Spruce St,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
TOUCH N GO CHEVRON,545-569 Terminal Dr,Salt Lake City,UT,84116,,1,,ChargePoint Network,J1772,public,Unknown,
HDMA-ADC HRAO 1 1,21001 St Rt 739,Raymond,OH,43067,,2,,ChargePoint Network,J1772,public,Unknown,
HDMA-ADC HRAO 2 1,21001 OH-739,Raymond,OH,43067,,2,,ChargePoint Network,J1772,public,Unknown,
OHIO STATE UNV 9TH EAST GARAGE,337 W 9th Ave,Columbus,OH,43201,,2,,ChargePoint Network,J1772,public,Unknown,
OHIO STATE UNV LANE AVE GARAGE,2100 Neil Ave,Columbus,OH,43210,,2,,ChargePoint Network,J1772,public,Unknown,
DET INST OF ART EV STATION 01,180 E Kirby St,Detroit,MI,48202,,2,,ChargePoint Network,J1772,public,Unknown,
CHARGE WP WP GLASS KNIFE,276 S Orlando Ave,Winter Park,FL,32751,,2,,ChargePoint Network,J1772,public,Unknown,
VALET EV WEST VALET,3720 S Ocean Blvd,Highland Beach,FL,33487,,2,,ChargePoint Network,J1772,public,Unknown,
VALET EV SOUTH VALET,3740 S Ocean Blvd,Highland Beach,FL,33487,,2,,ChargePoint Network,J1772,public,Unknown,
WINDSOR TC MTC,3663 Cedar Springs Rd,Dallas,TX,75219,,2,,ChargePoint Network,J1772,public,Unknown,
WHOLE FOODS MKT SARASOTA ST1,5245 University Pkwy,Bradenton,FL,34201,,2,,ChargePoint Network,J1772,public,Unknown,
BROADVIEW THE BROADVIEW1,1414 Broadview Ave,Columbus,OH,43212,,2,,ChargePoint Network,J1772,public,Unknown,
WF EV STATIONS S WHITE EV,150 S White St,Wake Forest,NC,27587,,1,,ChargePoint Network,J1772,public,Unknown,
LSU LSU SOUTH STAD,211 S Stadium Dr,Baton Rouge,LA,70808,,2,,ChargePoint Network,J1772,public,Unknown,
SHUTE PARKING MONROE 1,214 NC-207,Monroe,NC,28112,,2,,ChargePoint Network,J1772,public,Unknown,
AIRPORT HOTELS COMFORT INN 2,202 Jimmy Doolittle Rd,Salt Lake City,UT,84116,,2,,ChargePoint Network,J1772,public,Unknown,
NOVEL NODA EV CHARGER 01,424 E 36th St,Charlotte,NC,28205,,2,,ChargePoint Network,J1772,public,Unknown,
SVVSD NIWOT HS,8989 Niwot Road,Niwot,CO,80503,,2,,ChargePoint Network,J1772,public,Unknown,
RCC COLLEGE SOUTH 2000 LOT,1531 Trinity Church Rd,Concord,NC,28027,,2,,ChargePoint Network,J1772,public,Unknown,
ALLABOARDFLORID FT LAUDERDALE 3,320 NW 2nd St,Fort Lauderdale,FL,33311,,2,,ChargePoint Network,J1772,public,Unknown,
RCC COLLEGE NORTH 600 LOT,1333 Jake Alexander Blvd. S,Salisbury,NC,28146,,2,,ChargePoint Network,J1772,public,Unknown,
PEMBROKE CHARGE STATION CT4000,202 Main St,Pembroke,NC,28372,,2,,ChargePoint Network,J1772,public,Unknown,
ECU AUSTIN BUILDING,Dixon Dr,Greenville,NC,27858,,2,,ChargePoint Network,J1772,public,Unknown,
GASTONIA SOCIAL SERVICES,330 Dr M.L.K. Jr. Way,Gastonia,NC,28052,,2,,ChargePoint Network,J1772,public,Unknown,
BOULDER FACILITIES ST1,1745 14th street,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
SECAUCUS PUBLIC LIBRARY,1379 Paterson Plank Rd,Secaucus,NJ,7094,,1,,ChargePoint Network,J1772,public,Unknown,
COL CHARGER MARKET PLACE,925 Q St,Lincoln,NE,68508,,2,,ChargePoint Network,J1772,public,Unknown,
SOUTH END STATION 1,207 Flynn Avenue,Burlington,VT,5401,,2,,ChargePoint Network,J1772,public,Unknown,
CHARGE POINT 1 VIVE,1901 W Germann Rd,Chandler,AZ,85286,,2,,ChargePoint Network,J1772,public,Unknown,
BMW FARMINGTON STATION 01,38700 Grand River,Farmington Hills,MI,48335,,2,,ChargePoint Network,J1772,public,Unknown,
SOU SOU LOT 1 EAST,1554 Webster St,Ashland,OR,97520,,2,,ChargePoint Network,J1772,public,Unknown,
BMW OF LAFAYETT STATION 01,178 Sagamore Pkwy S,Lafayette,IN,47905,,2,,ChargePoint Network,J1772,public,Unknown,
UAMS PARKING 2A,4105 Ambulance Dr,Little Rock,AR,72205,,2,,ChargePoint Network,J1772,public,Unknown,
Southern Oregon University - Facilities Management & Planning,351 Walker Ave,Ashland,OR,97520,,1,,Non-Networked,J1772,private,Unknown,COLLEGE_CAMPUS
1234 BERETANIA S BERETANIA ST,1234 S. Beretania St,Honolulu,HI,96814,,2,,ChargePoint Network,J1772,public,Unknown,
CAPPELLA CHARGER,4752 Liberty Rd S,Salem,OR,97302,,1,,ChargePoint Network,J1772,public,Unknown,
KUALA STATION 2,1260 Kuala St,Pearl City,HI,96782,,1,,ChargePoint Network,J1772,public,Unknown,
Arkansas Early Learning - Mary Ann Arnold,33900 Highway 63 E,Marked Tree,AR,72365,,1,,Non-Networked,J1772,private,Unknown,SCHOOL
San Juan Islands Conservation District,530 Guard St,Friday Harbor,WA,98250,,1,,Non-Networked,J1772,public,Unknown,OFFICE_BLDG
Avalon Business Park,322 Daniel Ln,Friday Harbor,WA,98250,,1,,Non-Networked,J1772,public,Unknown,OFFICE_BLDG
Earthbox Inn and Spa,410 Spring St,Friday Harbor,WA,98250,,2,,Non-Networked,J1772,public,CALL,INN
Friday Harbor Grand Bed and Breakfast,345 Blair Ave,Friday Harbor,WA,98250,,1,,Non-Networked,J1772,public,CALL,INN
Odd Fellows Hall,112 Haven Rd,Eastsound,WA,98245,,1,,Non-Networked,J1772,public,Unknown,PARKING_LOT
Doe Bay Resort,107 Doe Bay Rd,Olga,WA,98279,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Lopez Island Library,2225 Fisherman Bay Rd,Lopez,WA,98261,,1,,Non-Networked,J1772,public,CALL,LIBRARY
Lopez Community Land Trust,25 Tuatara Rd,Lopez,WA,98261,,1,,Non-Networked,J1772,public,CALL,PARKING_LOT
Liberty Plaza Downtown,114 W Pacific St,Branson,MO,65616,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Liberty Utilities - Joplin Street,228 S Joplin,Joplin,MO,64801,,2,,Non-Networked,J1772,public,Unknown,STREET_PARKING
COLUMBIA ASSOC LR TENNIS,6180 Old Dobbin Ln,Columbia,MD,21045,,2,,ChargePoint Network,J1772,public,Unknown,
SCO PCH BASEMENT,30 N 1900 E,Salt Lake City,UT,84132,,2,,ChargePoint Network,J1772,public,Unknown,
City of Hyattsville - Parking Lot #3,4320 Farragut St,Hyattsville,MD,20781,,2,,Non-Networked,J1772,public,Unknown,PARKING_LOT
City of Hyattsville - Parking Lot #2,4310 Hamilton St,Hyattsville,MD,20781,,2,,Non-Networked,J1772,public,Unknown,PARKING_LOT
University of North Carolina - Parking Deck,5-11 University Heights,Asheville,NC,28804,,2,,Non-Networked,J1772,public,Unknown,COLLEGE_CAMPUS
Town of Lake Lure,2932 Memorial Hwy,Lake Lure,NC,28746,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
CCD CHARGING BANNOCK LOT 1,1329-1343 Bannock St,Denver,CO,80204,,1,,ChargePoint Network,J1772,public,Unknown,
BEMC CALABASH,1045 River Rd,Calabash,NC,28467,,1,,ChargePoint Network,J1772,public,Unknown,
Publix #1558,2952 Aventura Blvd,Aventura,FL,33180,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Publix #1562,200 Island Way,Clearwater,FL,33767,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Publix #1559,443 W County Rd 419,Oviedo,FL,33768,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Publix #1554,1740 Polk St,Hollywood,FL,33020,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Publix #621,1920 West Ave,Miami Beach,FL,33139,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Publix #1571,8455 NW 53rd Terrace,Doral,FL,33136,,2,,Non-Networked,J1772,public,Unknown,GROCERY
COA NEWCENTRALLIB4,710 W Cesar Chavez St,Austin,TX,78701,,2,,ChargePoint Network,J1772,public,Unknown,
EDENS BISHOPS BISHOPS,345 N Main St,West Hartford,CT,6117,,2,,ChargePoint Network,J1772,public,Unknown,
SPX CHARGEPOINT BUILDING F,142 N Union Ave,Farmington,UT,84025,,2,,ChargePoint Network,J1772,public,Unknown,
GPM 4638 GPM 4638,8830 Main St,Birch Run,MI,48415,,2,,ChargePoint Network,J1772,public,Unknown,
GLASTONBURYEV MAIN ST,2327-2333 Main St,Glastonbury,CT,6033,,2,,ChargePoint Network,J1772,public,Unknown,
Home2 Suites,1589 Glendale Ave,Hanford,CA,93230,,8,,Non-Networked,J1772,public,CREDIT_CARD_ALWAYS,HOTEL
Montpelier Visitor Center,13425 Visitor Center Rd,Montpelier Station,VA,22957,,6,,Non-Networked,J1772 TESLA,public,CREDIT_CARD_ALWAYS,MUNI_GOV
Lewis Hall,13384 Laundry Rd,Montpelier Station,VA,22957,,6,,Non-Networked,J1772 TESLA,public,CREDIT_CARD_ALWAYS,MUNI_GOV
DAL PARKING DAL GARAGE A4,Parking Garage A,Dallas,TX,75235,,2,,ChargePoint Network,J1772,public,Unknown,
DAL PARKING DAL GARAGE B1,Parking Garage B,Dallas,TX,75235,,2,,ChargePoint Network,J1772,public,Unknown,
ANSON STATION TWO,6261 Sawyer Loop Rd,Sarasota,FL,34238,,2,,ChargePoint Network,J1772,public,Unknown,
80 N Main St Public Parking lot,80 N Main St,Fairport,NY,14450,,6,,EV Connect,J1772,public,Unknown,
OBE POWER UM LIFE SCIENCE,1953 NW 7th Ave,Miami,FL,33136,,2,,ChargePoint Network,J1772,public,Unknown,
OFFICESTATION TAXSPEAKER1,4403 Hamburg Pike,Jeffersonville,IN,47130,,2,,ChargePoint Network,J1772,public,Unknown,
CITY OF NEWTON SOUTH HIGH SCHL,140 Brandeis Rd,Newton,MA,2459,,2,,ChargePoint Network,J1772,public,Unknown,
1255 22ND ST STATION 2,1255 22nd St NW,Washington,DC,20037,,1,,ChargePoint Network,J1772,public,Unknown,
MOM's Organic Market,1901 N Veitch St,Arlington,VA,22201,,2,,Non-Networked,J1772,public,Unknown,GROCERY
Colonial Place Parking Garage,2107 Wilson Blvd,Arlington,VA,22201,,3,,Non-Networked,J1772,public,Unknown,PAY_LOT
Equinix,21721 Filigree Ct,Ashburn,VA,20147,,2,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
Rappahannock Electric Co-op - Culpeper Office,13252 Cedar Run Church Rd,Culpeper,VA,22701,,3,,Non-Networked,J1772,private,Unknown,UTILITY
Rappahannock Electric Co-op - Fredericksburg Office,247 Industrial Ct,Fredericksburg,VA,22408,,5,,ChargePoint Network,J1772,private,Unknown,UTILITY
Volvo Cars Fredericksburg,3410 Fall Hill Ave,Fredericksburg,VA,22401,,2,,Non-Networked,J1772,public,Unknown,CAR_DEALER
Rappahannock Electric Co-op - Blue Ridge Office,137 Kelley Ct,Front Royal,VA,22630,,3,,Non-Networked,J1772,private,Unknown,UTILITY
Tesla Service Center,9850 W Broad St,Glen Allen,VA,23060,,,1,Non-Networked,TESLA,public,Unknown,CAR_DEALER
VistaShare,1400 Technology Dr,Harrisonburg,VA,22802,,1,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
Brandywine,2411 Dulles Corner Park,Herndon,VA,20171,,2,,Non-Networked,J1772,private,Unknown,OFFICE_BLDG
Luray Visitor Center,18 Campbell St,Luray,VA,22835,,1,,Non-Networked,J1772,public,Unknown,MUNI_GOV
Norfolk Botanical Gardens,6700 Azalea Garden Rd,Norfolk,VA,23518,,2,,Non-Networked,J1772 TESLA,public,Unknown,PARK
Bluegreen Vacations - Patrick Henry Square,249 York St,Williamsburg,VA,23185,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Williamsburg Lodge,305 S England St,Williamsburg,VA,23185,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Best Western - Williamsburg,351 York St,Williamsburg,VA,23185,,1,,Non-Networked,J1772,public,Unknown,HOTEL
Rappahannock Electric Co-op - Bowling Green Office,14380 Fredericksburg Turnpike,Woodford,VA,22580,,3,,Non-Networked,J1772,private,Unknown,UTILITY
Santa's Hardware,87038 Christmas Valley Hwy,Christmas Valley,OR,97641,,1,,Non-Networked,J1772,public,Unknown,HARDWARE_STORE
KUM & GO THORNTON1,250 E. 136th Ave.,Thornton,CO,80241,,2,,ChargePoint Network,J1772,public,Unknown,
KUM & GO BRIGHTON1,5112 E Bromley Ln,Brighton,CO,80603,,2,,ChargePoint Network,J1772,public,Unknown,
MUNICIPAL SC 1100WALNUT1,1100 Walnut,Boulder,CO,80302,,2,,ChargePoint Network,J1772,public,Unknown,
Los Altos High School,201 Almond Ave,Los Altos,CA,94022,,26,1,Non-Networked,CHADEMO J1772 J1772COMBO,public,Unknown,SCHOOL
Charles Plaza Garage,211 N Liberty Rd,Baltimore,MD,21201,,2,,Non-Networked,J1772,public,Unknown,PARKING_GARAGE
City of Colton - City Hall,651 N La Cadena,Colton,CA,92324,,2,,Non-Networked,J1772,public,Unknown,MUNI_GOV
City of Colton - Public Works Yard,160 S 10th St,Colton,CA,92324,,6,,Non-Networked,J1772,private,Unknown,MUNI_GOV
Office Building,29219 Canwood St,Agoura Hills,CA,91301,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Azusa Light and Water,729 N Azusa Ave,Azusa,CA,91702,,2,,EV Connect,J1772,public,Unknown,
Comfort Suites Barstow,2571 Fisher Blvd.,Barstow,CA,92311,,2,,EV Connect,J1772,public,Unknown,
Harbor Freight Tools,26541 Agoura Rd,Calabasas,CA,91302,,9,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Los Angeles Metro - Canoga Station,6650 Canoga Ave,Canoga Park,CA,91303,,3,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Office Building,1960 E Grand Ave,El Segundo,CA,90245,,6,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Office Building,1250 Reliance Way,Fremont,CA,94539,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Federal Reserve Bank,950 S Grand Ave,Los Angeles,CA,90015,,2,,Non-Networked,J1772,private,Unknown,FED_GOV
DeAnza Community Center,1405 S Fern Ave,Ontario,CA,91762,,5,,EV Connect,J1772,public,Unknown,
Ontario Convention Center,2000 E Convention Center Way,Ontario,CA,91764,,5,,EV Connect,J1772,public,Unknown,
Ovitt Family Library,215 East C St,Ontario,CA,91764,,6,,EV Connect,J1772,public,Unknown,
Ontario Police Department,2500 S Archibald Ave,Ontario,CA,91761,,5,,EV Connect,J1772,private,Unknown,MUNI_GOV
Whispering Lakes Golf Course,2525 E Riverside Dr,Ontario,CA,91761,,8,,EV Connect,J1772,public,Unknown,
City Hall East Parking Lot,303 E B St,Ontario,CA,91764,,5,,EV Connect,J1772,public,Unknown,
Toyota Arena,4000 Ontario Center,Ontario,CA,91764,,12,,EV Connect,J1772,public,Unknown,
Palmdale Oasis Park,3850 East Ave S,Palmdale,CA,93550,,4,,EVCS,J1772,public,Unknown,OTHER_ENTERTAINMENT
Office Building,615 N Nash St,El Segundo,CA,90245,,1,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Caltrans - District 2,1657 Riverside Dr,Redding,CA,96001,,6,,EV Connect,J1772,private,Unknown,STATE_GOV
Santa Rita Union School District,57 Russell Rd,Salinas,CA,93906,,1,,EV Connect,J1772,private,Unknown,SCHOOL
Western Digital Media,1710 Automation Pkwy,San Jose,CA,95131,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Office Building,5863 Rue Ferrari Dr,San Jose,CA,95138,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Dell,5480 Great America Pkwy,Santa Clara,CA,95054,,2,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Lockheed Martin,1111 Lockheed Martin Way,Sunnyvale,CA,94089,,20,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Omninet Park Del Amo,2355 Crenshaw Blvd.,Torrance,CA,90501,,2,,EV Connect,J1772,public,Unknown,
Office Building,2503 Vernon Ave,Vernon,CA,90058,,6,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
LPC West,101 N. Sepulveda Blvd.,El Segundo,CA,90245,,10,,EV Connect,J1772,public,Unknown,
World Bank,1225 Connecticut Ave NW,Washington,DC,20036,,2,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
World Bank,1818 H S NW,Washington,DC,20433,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
World Bank,2121 Pennsylvania Ave NW,Washington,DC,20433,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Morton Street Garage,245 w 7th St,Bloomington,IN,47404,,2,,EV Connect,J1772,public,Unknown,
Walnut Street Garage,300 N Walnut Street,Bloomington,IN,47404,,2,,EV Connect,J1772,public,Unknown,
Jerome 190th Street Municipal Parking,2478 Jerome Avenue,Bronx,NY,10468,,5,,EV Connect,J1772,public,Unknown,
Village of Champlain,12 Maiden Lane,Champlain,NY,12919,,2,,EV Connect,J1772,public,Unknown,
Village of Fairhaven,14523 Cayuga St,Fair Haven,NY,13064,,2,,EV Connect,J1772,public,Unknown,
Village of Homer,53 South Main St,Homer,NY,13077,,2,,EV Connect,J1772,public,Unknown,
Cherry Street Parking Ramp,15 West 5th Street,Jamestown,NY,14701,,2,,EV Connect,J1772,public,Unknown,
Village of Marcellus,6 Slocombe Ave,Marcellus,NY,13108,,2,,EV Connect,J1772,public,Unknown,
"Exit 14, Park and Ride",367 NY-59,Nanuet,NY,10954,,2,,EV Connect,J1772,public,Unknown,
Taste NY Market at Todd Hill,4640 Taconic State Parkway North,Poughkeepsie,NY,12540,,2,,EV Connect,J1772,public,Unknown,
"Homewood Suites, Saratoga Springs",3368 South Broadway,Saratoga Springs,NY,12866,,2,,EV Connect,J1772,public,Unknown,
Spectrum,100 Cable Way,Staten Island,NY,10303,,2,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
Office Building,50 Haarlem Ave,White Plains,NY,10603,,7,,EV Connect,J1772,private,Unknown,PAY_LOT
Yonkers City Hall Parking Garage,40 South Broadway,Yonkers,NY,10701,,22,,EV Connect,J1772,public,Unknown,
La Quinta Inn & Suites,380 E Palace Pkwy,Grand Prairie,TX,75050,,2,,Non-Networked,J1772,public,CALL,HOTEL
Federal Reserve Bank,701 E Byrd St,Richmond,VA,23219,,2,,Non-Networked,J1772,private,Unknown,FED_GOV
ADP - Norfolk,2 Commercial Pl,Norfolk,VA,23510,,4,,EV Connect,J1772,private,Unknown,OFFICE_BLDG
CCM-MAC 2201 El Segundo LLC - Avison Young,2201 E. El Segundo Blvd.,El Segundo,CA,90245,,4,,EV Connect,J1772,public,Unknown,
Town of Glastonbury - Town Hall,2155 Main St,Glastonbury,CT,6033,,2,,Non-Networked,J1772,private,Unknown,MUNI_GOV
El Dorado Hills Library,7455 Silva Valley Rd,El Dorado Hills,CA,95762,,4,,Non-Networked,J1772,public,Unknown,LIBRARY
LEE COUNTY GOV HEITMAN ST.,2058 Cottage St,Fort Myers,FL,33901,,1,,ChargePoint Network,J1772,public,Unknown,
SVVSD MEAD HS 1,12636-12734 Co Rd 7,Longmont,CO,80504,,2,,ChargePoint Network,J1772,public,Unknown,
PERSHING GARAGE PERSHING LOFTS,100 W Pershing Rd Pershing Loft Apts,Kansas City,MO,64108,,2,,ChargePoint Network,J1772,public,Unknown,
Flophouze Hotel & Recycling the Past Shop,1132 W FM 1291 N,Round Top,TX,78954,,1,,Non-Networked,J1772,public,Unknown,HOTEL
WYNDHAM BONNET BONNET TOWER 5,9518 Via Encinas,Orlando,FL,32830,,2,,ChargePoint Network,J1772,public,Unknown,
Los Angeles Metro - Norwalk Station,12901 Hoxie Ave,Norwalk,CA,90650,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Los Angeles Metro - Atlantic Station,255 S Atlantic Blvd,East Los Angeles,CA,90022,,6,,EVGATEWAY,J1772,public,Unknown,PARKING_GARAGE
Los Angeles Metro - La Cienega,3420 S La Cienega Blvd,Los Angeles,CA,90016,,4,,EVGATEWAY,J1772,public,Unknown,PARKING_LOT
Douglas Insurance Agency,11 W Main St,Dalton,OH,44618,,1,,Non-Networked,J1772,public,Unknown,OFFICE_BLDG
HUNTCRESTII NORTHBROWNRD1,1745 N Brown Rd,Lawrenceville,GA,30043,,2,,ChargePoint Network,J1772,public,Unknown,
EPROPERTY FIRST FLOOR GW,9101-9199 Sessions St,Charlotte,NC,28273,,2,,ChargePoint Network,J1772,public,Unknown,
EPROPERTY FIRST FLOOR GW2,2401-2621 Silver Cres Dr,Charlotte,NC,28273,,2,,ChargePoint Network,J1772,public,Unknown,
FRA TTC OPS1,55500 Dot Test Rd,Boone,CO,81025,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE SUNNYSIDE AVE,2600 Sunnyside Ave S,Salt Lake City,UT,84108,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE FOREST DALE GOL,2375 900 E Forest Dale Golf Course,Salt Lake City,UT,84106,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE LIB SQ GAR P1-1,210 E 400 S Library Square Garage,Salt Lake City,UT,84111,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE LIB SQ GAR P1-2,210 E 400 S Library Square Garage (P1),Salt Lake City,UT,84111,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE PIONEER PARK,349 W 300 S Pioneer Park,Salt Lake City,UT,84101,,2,,ChargePoint Network,J1772,public,Unknown,
PUBLIC USE SORENSON MULTIC,855 W California Ave Sorenson Multicultural C,Salt Lake City,UT,84104,,2,,ChargePoint Network,J1772,public,Unknown,
Arizona Inn,2200 E. Elm Street,Tucson,AZ,85719,,3,,Blink Network,J1772,public,Unknown,
Oregon Convention Center,777 NE MLK Jr. Blvd.,Portland,OR,97232,,2,,Blink Network,J1772,public,Unknown,
Original Pancake House - Addison,5220 Belt Line Rd,Dallas,TX,75254,,2,,Blink Network,J1772,public,Unknown,
Chandler Gilbert YMCA,1655 W. Frye Rd,Chandler,AZ,85224,,2,,Blink Network,J1772,public,Unknown,
Druid Pointe Parking Lot,2751 Buford Hwy,Atlanta,GA,30324,,1,,Blink Network,J1772,public,Unknown,
MasterPark Valet Garage,16826 International Blvd,SeaTac,WA,98188,,4,,Blink Network,J1772,public,Unknown,
Mesquite Library,4525 E Paradise Village Parkway North,Phoenix,AZ,85032,,2,,Blink Network,J1772,public,Unknown,
